Filename,Mean Precipitation
2010R.tif,358.48047753384236
2011R.tif,200.4311080920069
2012R.tif,351.67602381894466
2013R.tif,261.26310183813695
2014R.tif,236.40670249022935
2015R.tif,245.4690518943887
2016R.tif,295.83847821072527
2017R.tif,226.64381782004708
2018R.tif,256.81130842786087
2019R.tif,187.79930934780523
2020R.tif,354.37038252541896
2021R.tif,227.16898135762466
2022R.tif,315.1773766592929
2023R.tif,249.56303961967168
