Date,T2M,PRECTOTCORR,ALLSKY_SFC_SW_DWN,WS10M,RH2M
2010-01-01,18.05,0.0,5.71,5.33,20.37
2010-01-02,18.28,0.0,5.86,4.91,19.92
2010-01-03,18.04,0.0,5.95,4.43,17.18
2010-01-04,17.47,0.0,5.75,4.76,20.83
2010-01-05,16.92,0.0,5.88,4.31,20.81
2010-01-06,17.24,0.0,5.63,4.06,19.16
2010-01-07,18.12,0.0,5.96,3.9,17.29
2010-01-08,19.32,0.0,5.93,3.85,14.93
2010-01-09,19.19,0.0,5.78,4.15,16.83
2010-01-10,19.95,0.0,5.74,4.43,20.28
2010-01-11,20.41,0.0,5.5,4.72,21.36
2010-01-12,20.6,0.0,5.84,5.67,20.01
2010-01-13,19.02,0.0,5.76,5.2,18.52
2010-01-14,19.37,0.0,5.94,4.85,18.63
2010-01-15,19.32,0.0,6.0,4.02,15.54
2010-01-16,19.83,0.0,6.13,4.29,14.15
2010-01-17,16.7,0.0,5.91,7.0,22.62
2010-01-18,14.73,0.0,6.01,5.73,30.15
2010-01-19,15.56,0.0,5.98,5.38,29.7
2010-01-20,16.73,0.0,6.06,5.49,22.98
2010-01-21,17.4,0.0,6.34,4.6,20.67
2010-01-22,18.13,0.0,6.28,4.31,20.23
2010-01-23,19.31,0.0,6.3,4.63,18.24
2010-01-24,20.68,0.0,6.25,4.48,18.32
2010-01-25,22.72,0.0,5.97,4.9,21.17
2010-01-26,24.27,0.0,5.7,4.6,18.76
2010-01-27,26.19,0.0,5.87,3.98,18.02
2010-01-28,26.68,0.0,6.05,3.22,17.49
2010-01-29,27.98,0.0,5.14,2.46,16.3
2010-01-30,25.57,0.0,6.06,3.42,15.66
2010-01-31,22.71,0.0,6.32,4.09,14.92
2010-02-01,22.17,0.0,6.45,5.55,14.81
2010-02-02,21.56,0.0,6.53,6.25,12.53
2010-02-03,21.71,0.0,6.07,5.81,15.91
2010-02-04,20.95,0.0,5.43,5.94,16.7
2010-02-05,20.9,0.0,6.23,5.24,23.81
2010-02-06,20.5,0.0,6.44,5.72,23.37
2010-02-07,18.97,0.0,6.74,4.28,18.96
2010-02-08,19.32,0.0,6.75,3.82,15.16
2010-02-09,20.7,0.0,6.63,2.93,13.17
2010-02-10,22.29,0.0,6.67,2.8,10.47
2010-02-11,23.71,0.0,6.65,2.3,9.73
2010-02-12,25.32,0.0,5.71,1.75,9.4
2010-02-13,26.38,0.0,4.88,2.39,10.76
2010-02-14,26.87,0.0,5.64,3.5,10.42
2010-02-15,27.24,0.0,4.67,2.95,12.35
2010-02-16,28.1,0.0,6.41,3.67,11.22
2010-02-17,28.53,0.0,6.6,4.49,10.33
2010-02-18,28.26,0.0,6.71,5.78,12.7
2010-02-19,28.24,0.0,6.62,5.44,14.81
2010-02-20,28.3,0.0,6.53,5.02,13.01
2010-02-21,27.91,0.0,6.92,5.08,12.17
2010-02-22,27.29,0.0,7.04,5.17,10.15
2010-02-23,27.56,0.0,6.88,4.77,10.13
2010-02-24,27.31,0.0,6.92,4.31,8.71
2010-02-25,27.5,0.0,6.62,5.18,12.68
2010-02-26,26.85,0.0,6.42,5.79,14.72
2010-02-27,26.2,0.0,7.22,6.01,12.79
2010-02-28,24.78,0.0,6.94,5.78,10.06
2010-03-01,24.82,0.0,6.73,6.62,10.4
2010-03-02,25.22,0.0,6.8,6.15,14.54
2010-03-03,25.03,0.0,7.15,6.26,14.7
2010-03-04,25.53,0.0,6.63,6.11,11.1
2010-03-05,26.16,0.0,7.31,5.82,11.36
2010-03-06,26.34,0.0,7.51,5.44,9.24
2010-03-07,26.19,0.0,7.55,3.39,7.9
2010-03-08,28.09,0.0,7.39,2.59,6.13
2010-03-09,29.0,0.0,7.3,2.66,6.58
2010-03-10,30.78,0.0,6.95,1.44,7.91
2010-03-11,31.0,0.0,6.78,2.74,9.93
2010-03-12,31.1,0.0,5.84,4.53,12.23
2010-03-13,30.95,0.0,6.79,3.34,13.98
2010-03-14,32.24,0.0,6.83,2.1,14.84
2010-03-15,31.65,0.0,7.1,2.6,13.07
2010-03-16,30.89,0.0,6.11,4.46,13.91
2010-03-17,29.25,0.0,5.95,4.6,16.11
2010-03-18,27.32,0.0,4.85,7.58,16.56
2010-03-19,25.1,0.0,6.12,7.1,17.27
2010-03-20,23.14,0.0,6.35,6.69,14.99
2010-03-21,21.92,0.0,6.98,6.36,13.13
2010-03-22,21.56,0.0,7.38,5.84,11.78
2010-03-23,20.88,0.0,7.65,5.12,11.0
2010-03-24,21.33,0.0,7.57,4.93,9.34
2010-03-25,22.36,0.0,7.66,5.16,7.93
2010-03-26,23.18,0.0,7.58,6.1,6.68
2010-03-27,23.95,0.0,7.38,6.18,8.48
2010-03-28,24.99,0.0,7.4,6.33,12.24
2010-03-29,25.23,0.0,7.64,6.28,12.28
2010-03-30,26.39,0.0,7.58,6.41,11.13
2010-03-31,26.64,0.0,7.5,5.56,9.92
2010-04-01,27.1,0.0,7.12,5.3,8.81
2010-04-02,27.43,0.0,7.74,5.15,8.74
2010-04-03,27.68,0.0,7.47,4.72,8.44
2010-04-04,28.04,0.0,6.72,5.45,6.53
2010-04-05,28.32,0.0,5.86,5.18,5.48
2010-04-06,28.32,0.0,6.06,5.79,8.59
2010-04-07,29.18,0.0,6.23,6.26,8.19
2010-04-08,27.97,0.0,6.55,5.9,7.53
2010-04-09,28.48,0.0,6.96,4.88,10.09
2010-04-10,29.47,0.0,4.84,4.38,9.18
2010-04-11,29.98,0.0,7.74,4.12,8.23
2010-04-12,30.64,0.0,7.63,3.69,7.21
2010-04-13,31.92,0.0,7.51,4.11,8.64
2010-04-14,32.14,0.0,7.76,4.17,9.6
2010-04-15,32.2,0.0,7.87,4.26,10.97
2010-04-16,32.97,0.0,7.62,4.52,12.45
2010-04-17,32.28,0.0,7.0,5.53,8.56
2010-04-18,33.17,0.0,7.05,5.09,10.22
2010-04-19,33.94,0.0,7.2,5.09,11.13
2010-04-20,33.67,0.0,7.62,5.27,11.71
2010-04-21,33.75,0.0,7.29,4.58,10.86
2010-04-22,33.5,0.0,6.76,3.92,14.19
2010-04-23,33.82,0.0,6.34,2.12,17.95
2010-04-24,33.89,0.0,6.75,3.31,25.66
2010-04-25,32.66,0.0,6.42,2.64,21.23
2010-04-26,33.52,0.0,6.73,4.05,12.42
2010-04-27,33.34,0.0,5.51,4.63,16.66
2010-04-28,32.65,0.07,4.24,5.35,19.51
2010-04-29,32.31,0.04,7.25,4.21,18.54
2010-04-30,33.71,0.14,7.25,4.36,17.92
2010-05-01,33.17,0.0,6.45,5.08,15.27
2010-05-02,33.64,0.0,6.75,2.8,21.88
2010-05-03,34.41,0.03,5.38,4.37,23.15
2010-05-04,34.27,0.02,4.99,4.11,34.64
2010-05-05,35.06,0.0,6.98,2.55,21.88
2010-05-06,34.32,0.12,7.41,3.65,13.63
2010-05-07,34.29,0.27,7.58,3.39,32.13
2010-05-08,34.37,0.0,7.63,2.66,27.46
2010-05-09,35.63,0.0,7.51,3.5,10.52
2010-05-10,35.51,0.0,7.73,3.45,9.91
2010-05-11,35.35,0.0,7.62,4.21,10.27
2010-05-12,34.96,0.0,7.27,5.04,8.51
2010-05-13,34.53,0.0,7.7,5.2,8.52
2010-05-14,33.34,0.0,7.93,4.53,6.88
2010-05-15,32.84,0.0,7.83,3.89,7.39
2010-05-16,33.09,0.0,7.77,4.1,7.41
2010-05-17,33.49,0.0,7.99,4.72,9.21
2010-05-18,33.68,0.0,7.22,4.94,8.65
2010-05-19,33.36,0.0,5.25,5.82,12.06
2010-05-20,33.54,0.0,5.65,5.75,12.4
2010-05-21,33.65,0.0,7.02,4.75,10.52
2010-05-22,34.31,0.0,7.49,3.65,13.07
2010-05-23,35.23,0.0,7.16,3.03,14.68
2010-05-24,34.58,0.0,6.71,3.75,13.38
2010-05-25,35.4,0.0,6.96,3.82,13.32
2010-05-26,34.88,0.09,7.2,3.78,9.27
2010-05-27,34.04,1.05,7.13,3.99,16.87
2010-05-28,34.83,0.0,6.52,2.48,28.47
2010-05-29,34.69,0.0,6.86,3.15,17.23
2010-05-30,34.81,0.0,7.26,3.59,11.41
2010-05-31,34.87,0.0,7.04,2.68,11.9
2010-06-01,33.49,2.85,6.58,5.76,35.69
2010-06-02,31.23,5.16,5.54,4.74,49.4
2010-06-03,31.53,1.93,7.01,4.16,45.6
2010-06-04,33.61,1.42,7.07,2.46,33.07
2010-06-05,35.07,0.2,6.65,1.69,23.7
2010-06-06,34.41,0.39,6.94,2.91,25.36
2010-06-07,33.61,0.06,7.21,5.43,37.47
2010-06-08,33.74,0.75,7.2,4.44,37.95
2010-06-09,34.22,0.62,7.14,2.63,35.53
2010-06-10,34.98,0.03,7.18,3.34,31.69
2010-06-11,34.47,1.73,7.23,4.09,31.94
2010-06-12,33.95,0.08,7.17,4.55,38.38
2010-06-13,34.83,0.02,7.18,3.87,37.02
2010-06-14,35.39,1.27,6.27,2.99,34.07
2010-06-15,35.4,0.71,7.37,3.53,31.04
2010-06-16,36.07,0.01,7.46,1.97,18.64
2010-06-17,34.43,0.17,7.67,3.28,20.41
2010-06-18,33.98,0.0,7.53,2.72,23.44
2010-06-19,34.94,0.0,7.56,2.59,15.6
2010-06-20,33.21,0.9,6.84,4.72,39.14
2010-06-21,33.54,2.7,7.46,2.48,37.4
2010-06-22,34.92,0.24,7.03,2.99,31.82
2010-06-23,35.43,0.0,6.32,4.03,13.55
2010-06-24,33.84,0.87,6.64,5.06,41.41
2010-06-25,33.15,1.93,6.29,3.77,43.06
2010-06-26,32.62,4.1,5.84,4.17,45.63
2010-06-27,31.69,3.3,6.56,5.33,50.35
2010-06-28,32.33,2.68,6.89,3.85,44.9
2010-06-29,33.77,0.46,7.58,2.67,34.23
2010-06-30,33.84,2.1,7.68,3.69,35.4
2010-07-01,33.8,2.58,7.2,3.35,36.39
2010-07-02,33.53,1.89,5.2,3.93,38.6
2010-07-03,34.09,0.83,7.13,4.62,37.99
2010-07-04,34.02,0.61,6.61,3.66,36.73
2010-07-05,33.06,0.8,5.3,5.49,40.47
2010-07-06,31.08,1.88,7.3,6.24,49.86
2010-07-07,30.98,1.88,6.25,4.11,47.56
2010-07-08,32.33,2.47,7.08,3.06,39.81
2010-07-09,31.9,0.74,7.26,4.54,42.52
2010-07-10,30.83,0.14,6.64,4.86,48.92
2010-07-11,30.38,0.18,6.23,3.04,50.49
2010-07-12,32.64,0.09,7.13,5.12,38.11
2010-07-13,33.8,0.0,6.89,4.3,17.23
2010-07-14,32.91,0.07,6.56,2.76,27.11
2010-07-15,31.67,5.53,6.4,4.62,48.69
2010-07-16,30.92,1.78,6.86,5.32,51.3
2010-07-17,29.28,3.39,4.73,5.31,54.57
2010-07-18,30.86,1.75,7.1,4.3,50.61
2010-07-19,32.29,4.62,5.66,5.99,43.94
2010-07-20,27.27,11.84,1.13,7.91,71.38
2010-07-21,27.15,8.43,6.57,5.28,65.65
2010-07-22,27.81,1.24,6.9,3.42,62.7
2010-07-23,28.59,6.86,6.76,3.12,61.19
2010-07-24,28.02,5.62,2.92,4.51,63.28
2010-07-25,29.44,3.24,7.38,4.59,56.32
2010-07-26,29.31,5.86,6.96,3.62,57.74
2010-07-27,29.53,2.82,6.14,3.16,53.73
2010-07-28,29.89,3.3,7.04,2.84,55.7
2010-07-29,30.43,4.5,6.32,3.51,53.37
2010-07-30,30.45,3.09,7.34,3.48,53.33
2010-07-31,30.54,1.13,6.78,2.49,51.66
2010-08-01,29.26,7.39,6.76,3.93,58.24
2010-08-02,30.38,2.87,6.97,2.79,54.82
2010-08-03,30.23,3.16,7.14,2.73,54.81
2010-08-04,29.74,5.25,7.09,3.29,56.96
2010-08-05,29.36,7.97,7.03,4.68,62.46
2010-08-06,27.69,3.43,6.7,4.2,69.42
2010-08-07,27.67,3.59,6.82,2.39,68.74
2010-08-08,28.15,5.19,7.19,2.57,67.88
2010-08-09,27.17,5.52,4.09,2.49,66.1
2010-08-10,25.51,6.91,7.21,3.87,73.48
2010-08-11,27.42,0.95,6.96,2.97,63.52
2010-08-12,28.67,2.25,6.84,1.83,59.7
2010-08-13,28.85,1.8,7.18,3.12,59.57
2010-08-14,27.92,3.38,6.63,3.78,64.0
2010-08-15,29.06,0.76,7.23,2.22,56.83
2010-08-16,29.23,4.71,7.05,4.57,59.4
2010-08-17,28.67,1.97,7.29,5.47,60.27
2010-08-18,29.14,2.3,6.11,3.38,59.34
2010-08-19,30.07,0.21,6.48,3.61,54.7
2010-08-20,28.76,0.19,5.96,4.1,61.91
2010-08-21,29.42,0.22,7.09,3.66,59.68
2010-08-22,30.62,0.18,6.05,2.59,52.3
2010-08-23,30.9,0.19,6.89,5.38,49.82
2010-08-24,29.22,3.34,6.84,5.48,62.56
2010-08-25,28.19,1.84,6.48,5.05,66.87
2010-08-26,29.46,0.64,6.9,4.81,60.84
2010-08-27,28.74,7.25,6.37,6.07,64.83
2010-08-28,27.34,4.16,5.53,5.69,72.59
2010-08-29,28.2,7.67,6.88,1.7,64.67
2010-08-30,28.4,6.62,5.84,2.67,62.69
2010-08-31,27.95,3.87,5.42,2.34,65.8
2010-09-01,28.19,3.85,6.76,2.68,62.13
2010-09-02,30.11,3.39,6.07,2.36,56.01
2010-09-03,30.31,2.52,6.67,3.41,57.4
2010-09-04,29.31,2.0,7.17,2.65,59.88
2010-09-05,29.14,1.36,6.45,3.45,59.19
2010-09-06,29.36,2.3,6.7,3.21,60.09
2010-09-07,27.15,1.75,5.37,3.27,69.75
2010-09-08,27.05,1.81,6.79,2.65,65.77
2010-09-09,28.65,0.86,7.02,2.72,59.24
2010-09-10,30.12,1.6,6.74,4.45,54.67
2010-09-11,28.25,0.78,6.94,4.34,65.41
2010-09-12,29.29,0.69,7.03,3.26,59.81
2010-09-13,28.56,11.49,5.57,4.13,65.21
2010-09-14,26.24,4.62,6.77,4.06,72.88
2010-09-15,27.7,7.6,5.99,2.73,62.7
2010-09-16,27.98,6.42,4.67,1.97,62.67
2010-09-17,28.79,3.7,5.87,3.24,59.6
2010-09-18,29.44,0.25,6.76,3.19,59.61
2010-09-19,29.6,0.18,7.08,4.32,50.07
2010-09-20,28.04,0.15,7.15,3.42,47.43
2010-09-21,28.81,0.35,6.74,3.24,56.02
2010-09-22,28.51,0.1,7.07,3.05,43.33
2010-09-23,28.84,0.01,7.01,2.99,37.26
2010-09-24,28.76,0.01,6.66,2.37,43.86
2010-09-25,29.12,0.0,6.91,2.37,41.65
2010-09-26,28.73,0.0,6.95,3.26,46.98
2010-09-27,29.27,0.01,6.86,2.76,53.55
2010-09-28,29.85,0.25,6.69,2.52,50.76
2010-09-29,30.64,0.53,6.39,2.44,44.57
2010-09-30,30.13,0.51,6.72,3.01,50.83
2010-10-01,29.91,1.08,6.42,4.46,58.02
2010-10-02,29.23,0.68,6.31,2.44,57.78
2010-10-03,30.72,0.19,6.14,3.04,50.61
2010-10-04,29.57,0.13,5.2,3.93,49.06
2010-10-05,27.79,0.48,5.27,3.75,61.35
2010-10-06,29.91,0.23,4.35,2.09,48.12
2010-10-07,30.5,0.07,6.41,2.9,39.26
2010-10-08,29.65,0.0,6.34,2.5,29.49
2010-10-09,30.38,0.36,6.3,2.4,47.04
2010-10-10,30.54,0.4,6.36,3.51,50.05
2010-10-11,30.05,0.69,6.32,4.13,53.14
2010-10-12,29.26,0.09,6.12,2.66,55.71
2010-10-13,30.22,0.07,6.46,2.94,46.24
2010-10-14,30.46,0.0,6.63,3.57,30.05
2010-10-15,31.09,0.0,6.51,2.36,25.89
2010-10-16,30.18,0.0,6.71,2.96,29.28
2010-10-17,29.45,0.0,6.46,3.14,34.31
2010-10-18,30.72,0.38,6.45,2.41,33.85
2010-10-19,29.68,0.99,6.46,3.18,23.54
2010-10-20,30.07,0.02,6.42,3.17,20.56
2010-10-21,29.25,0.9,6.0,4.24,31.5
2010-10-22,28.77,0.31,6.16,4.03,25.09
2010-10-23,28.38,0.0,6.25,4.26,23.25
2010-10-24,28.77,0.07,6.0,3.04,35.2
2010-10-25,28.88,0.0,6.17,3.55,34.32
2010-10-26,28.95,0.0,5.81,3.42,35.15
2010-10-27,27.46,0.0,6.4,5.31,20.43
2010-10-28,26.52,0.0,6.28,4.36,20.36
2010-10-29,26.18,0.0,6.03,4.49,21.8
2010-10-30,26.12,0.0,5.75,5.05,24.08
2010-10-31,26.0,0.0,5.79,4.88,24.26
2010-11-01,26.17,0.0,6.11,4.48,24.06
2010-11-02,26.17,0.0,6.19,4.11,22.58
2010-11-03,25.56,0.0,6.34,4.06,22.68
2010-11-04,25.73,0.0,6.22,3.82,20.08
2010-11-05,26.48,0.0,6.14,4.4,18.02
2010-11-06,26.98,0.0,5.84,4.96,20.94
2010-11-07,27.15,0.0,5.68,4.73,20.34
2010-11-08,28.0,0.0,4.9,4.1,23.21
2010-11-09,28.0,0.0,5.84,5.24,22.21
2010-11-10,27.24,0.0,5.89,5.12,20.85
2010-11-11,26.68,0.0,5.59,5.45,18.88
2010-11-12,25.9,0.0,6.02,4.73,17.22
2010-11-13,25.59,0.0,5.78,3.28,17.45
2010-11-14,25.57,0.0,6.02,3.7,20.88
2010-11-15,25.63,0.0,5.99,5.15,20.95
2010-11-16,25.6,0.0,5.93,4.91,22.61
2010-11-17,25.41,0.0,5.9,4.27,20.75
2010-11-18,25.72,0.0,5.87,4.11,23.23
2010-11-19,25.7,0.0,5.72,5.7,22.58
2010-11-20,25.18,0.0,5.65,5.98,19.45
2010-11-21,24.22,0.0,5.69,5.13,18.79
2010-11-22,23.78,0.0,5.6,4.82,23.97
2010-11-23,23.07,0.0,5.86,4.69,21.48
2010-11-24,23.08,0.0,5.83,4.28,17.21
2010-11-25,23.08,0.0,5.97,4.2,16.04
2010-11-26,22.76,0.0,5.7,4.14,16.35
2010-11-27,23.28,0.0,5.67,4.19,17.07
2010-11-28,23.24,0.0,5.72,4.76,15.41
2010-11-29,21.55,0.0,5.76,4.79,15.16
2010-11-30,20.99,0.0,5.64,4.62,17.28
2010-12-01,21.69,0.0,5.25,4.53,26.15
2010-12-02,22.57,0.0,5.43,5.21,27.49
2010-12-03,21.93,0.0,5.64,4.28,18.15
2010-12-04,22.2,0.0,5.71,4.66,19.13
2010-12-05,20.99,0.0,5.7,5.2,17.79
2010-12-06,18.74,0.0,5.6,4.87,17.74
2010-12-07,17.94,0.0,5.76,4.87,23.81
2010-12-08,17.82,0.0,5.58,5.35,28.96
2010-12-09,17.44,0.0,5.78,5.65,25.33
2010-12-10,17.01,0.0,5.44,5.52,27.07
2010-12-11,17.64,0.0,5.76,5.08,29.66
2010-12-12,17.88,0.0,5.58,4.55,22.89
2010-12-13,18.16,0.0,5.31,4.46,24.91
2010-12-14,19.16,0.0,5.61,4.55,27.52
2010-12-15,19.89,0.0,5.46,4.14,26.8
2010-12-16,20.84,0.0,5.65,3.77,24.08
2010-12-17,20.38,0.0,5.38,5.04,17.64
2010-12-18,19.5,0.0,5.44,5.75,22.19
2010-12-19,19.56,0.0,5.51,5.39,21.49
2010-12-20,18.9,0.0,5.62,5.5,18.56
2010-12-21,17.91,0.0,5.63,5.63,14.47
2010-12-22,18.08,0.0,5.78,5.37,14.25
2010-12-23,18.42,0.0,5.84,5.0,18.48
2010-12-24,18.34,0.0,5.67,4.93,19.4
2010-12-25,18.9,0.0,5.84,4.42,20.52
2010-12-26,19.07,0.0,5.61,4.37,18.2
2010-12-27,19.16,0.0,5.11,3.95,16.27
2010-12-28,17.27,0.0,5.38,6.05,21.58
2010-12-29,14.19,0.0,5.54,6.55,32.77
2010-12-30,14.83,0.0,5.46,5.42,41.1
2010-12-31,15.53,0.0,5.21,6.12,37.43
2011-01-01,15.29,0.0,5.49,5.3,31.49
2011-01-02,17.14,0.0,4.95,4.29,28.01
2011-01-03,19.02,0.0,5.22,4.65,22.17
2011-01-04,19.11,0.0,5.49,5.54,20.17
2011-01-05,17.99,0.0,5.86,5.6,21.46
2011-01-06,16.93,0.0,5.79,5.71,22.51
2011-01-07,16.31,0.0,5.74,6.0,23.95
2011-01-08,15.89,0.0,5.22,7.06,25.76
2011-01-09,15.19,0.0,5.03,7.38,26.66
2011-01-10,14.76,0.0,5.59,6.11,27.56
2011-01-11,15.07,0.0,5.6,5.14,24.6
2011-01-12,15.41,0.0,5.92,4.66,22.48
2011-01-13,14.97,0.0,5.93,5.05,20.76
2011-01-14,13.94,0.0,5.03,6.42,27.96
2011-01-15,14.33,0.0,5.08,6.95,34.17
2011-01-16,14.23,0.0,5.2,7.07,32.68
2011-01-17,14.87,0.0,5.93,5.98,34.66
2011-01-18,15.42,0.0,5.6,5.7,31.45
2011-01-19,16.29,0.0,5.56,6.25,33.46
2011-01-20,15.84,0.0,5.73,5.44,31.68
2011-01-21,16.64,0.0,5.81,5.03,29.65
2011-01-22,17.75,0.0,5.85,5.06,25.71
2011-01-23,18.87,0.0,5.63,4.95,22.16
2011-01-24,19.95,0.0,6.08,5.6,19.74
2011-01-25,20.38,0.0,6.06,5.48,16.04
2011-01-26,21.21,0.0,6.23,5.41,12.36
2011-01-27,22.0,0.0,6.11,5.18,16.12
2011-01-28,23.06,0.0,5.94,5.69,17.74
2011-01-29,23.14,0.0,6.07,5.13,16.29
2011-01-30,23.6,0.0,6.0,4.79,17.2
2011-01-31,24.65,0.0,5.84,5.3,16.73
2011-02-01,25.08,0.0,5.82,4.76,19.66
2011-02-02,25.87,0.0,6.27,4.24,20.97
2011-02-03,27.13,0.0,6.09,2.72,16.17
2011-02-04,25.01,0.0,6.13,3.59,18.71
2011-02-05,21.67,0.0,5.3,6.13,29.49
2011-02-06,20.31,0.0,5.77,7.34,34.13
2011-02-07,21.12,0.0,5.46,6.05,24.29
2011-02-08,20.95,0.0,5.98,4.98,34.12
2011-02-09,22.4,0.0,6.27,4.44,30.46
2011-02-10,23.15,0.0,6.22,5.18,25.62
2011-02-11,22.98,0.0,6.34,5.45,25.16
2011-02-12,24.2,0.0,6.02,5.47,24.33
2011-02-13,25.0,0.0,6.28,5.75,21.78
2011-02-14,25.51,0.0,6.41,3.99,16.71
2011-02-15,25.27,0.0,5.73,4.78,17.12
2011-02-16,25.24,0.0,6.23,4.99,15.39
2011-02-17,25.34,0.0,6.26,4.9,14.42
2011-02-18,26.31,0.0,6.62,4.51,13.8
2011-02-19,26.62,0.0,6.61,5.69,15.18
2011-02-20,26.67,0.0,5.13,6.14,16.41
2011-02-21,26.82,0.0,5.91,4.73,14.32
2011-02-22,26.7,0.0,6.29,4.31,13.07
2011-02-23,25.72,0.0,5.62,5.05,12.38
2011-02-24,25.36,0.0,6.41,5.81,12.61
2011-02-25,22.71,0.0,5.9,6.15,15.39
2011-02-26,23.01,0.01,5.8,4.86,14.6
2011-02-27,24.44,0.0,3.26,4.97,16.43
2011-02-28,25.36,0.02,3.98,5.32,33.66
2011-03-01,26.09,0.0,5.67,5.87,26.31
2011-03-02,27.02,0.0,4.93,5.77,14.81
2011-03-03,26.26,0.0,5.33,7.12,25.49
2011-03-04,27.18,0.0,6.51,6.95,21.48
2011-03-05,28.68,0.0,6.72,6.99,15.52
2011-03-06,28.75,0.0,6.98,6.74,14.02
2011-03-07,27.97,0.0,6.76,6.84,12.5
2011-03-08,27.55,0.0,6.97,6.63,12.54
2011-03-09,28.03,0.0,6.65,6.61,14.76
2011-03-10,28.17,0.0,6.79,6.36,16.08
2011-03-11,28.02,0.0,6.73,6.06,15.93
2011-03-12,28.25,0.0,6.93,5.6,17.71
2011-03-13,28.51,0.0,7.07,6.08,17.82
2011-03-14,28.59,0.0,6.67,7.09,16.28
2011-03-15,27.77,0.0,7.25,6.83,13.91
2011-03-16,26.35,0.0,6.99,6.0,13.62
2011-03-17,25.63,0.0,7.28,5.4,8.15
2011-03-18,25.48,0.0,7.35,4.87,5.98
2011-03-19,26.11,0.0,7.22,4.22,7.18
2011-03-20,27.27,0.0,7.33,3.66,7.87
2011-03-21,28.07,0.0,7.12,4.03,9.89
2011-03-22,28.67,0.0,7.18,4.71,11.62
2011-03-23,28.83,0.0,6.65,4.4,11.83
2011-03-24,29.75,0.0,6.32,6.13,12.53
2011-03-25,29.04,0.0,5.59,8.0,12.95
2011-03-26,27.44,0.0,6.35,7.71,15.24
2011-03-27,26.61,0.0,6.77,6.04,10.47
2011-03-28,26.42,0.0,7.01,6.12,9.31
2011-03-29,26.93,0.0,7.15,5.53,8.68
2011-03-30,27.73,0.0,6.89,5.05,9.62
2011-03-31,28.35,0.0,6.93,4.01,11.53
2011-04-01,29.31,0.0,7.01,3.46,11.16
2011-04-02,26.58,0.0,6.3,6.76,17.4
2011-04-03,25.8,0.0,6.57,6.59,13.93
2011-04-04,25.74,0.01,6.27,5.88,9.75
2011-04-05,26.57,0.02,6.9,5.9,9.8
2011-04-06,26.49,0.0,7.15,5.17,10.72
2011-04-07,26.49,0.0,7.5,5.03,8.81
2011-04-08,26.42,0.0,7.74,5.66,9.71
2011-04-09,24.86,0.0,7.72,6.54,16.57
2011-04-10,25.27,0.0,7.41,4.34,13.09
2011-04-11,26.84,0.0,7.42,4.44,11.78
2011-04-12,28.55,0.0,6.85,4.71,6.88
2011-04-13,28.8,0.01,6.65,6.13,17.55
2011-04-14,30.29,0.0,7.39,3.82,22.15
2011-04-15,31.32,0.0,7.35,3.77,19.22
2011-04-16,31.14,0.0,7.21,6.82,21.53
2011-04-17,31.72,0.0,7.27,4.94,20.99
2011-04-18,32.64,0.0,7.44,4.87,16.57
2011-04-19,32.1,0.0,7.73,5.64,6.43
2011-04-20,31.4,0.0,7.3,5.18,9.21
2011-04-21,31.87,0.0,7.21,4.81,11.91
2011-04-22,32.4,0.0,7.58,4.18,12.17
2011-04-23,32.84,0.0,7.65,3.92,11.44
2011-04-24,34.86,0.0,6.34,2.37,12.81
2011-04-25,33.37,0.0,7.26,2.58,26.91
2011-04-26,34.33,0.0,7.51,3.07,22.45
2011-04-27,34.72,0.0,7.63,3.04,13.14
2011-04-28,33.19,0.0,7.79,4.62,11.04
2011-04-29,32.32,0.0,7.75,3.55,11.52
2011-04-30,31.81,0.0,6.73,4.11,13.86
2011-05-01,32.64,0.0,7.65,4.54,10.06
2011-05-02,32.8,0.0,7.82,4.9,12.59
2011-05-03,33.02,0.0,7.81,5.49,8.54
2011-05-04,31.8,0.0,7.59,5.04,6.84
2011-05-05,32.51,0.0,8.13,2.97,5.98
2011-05-06,33.38,0.0,7.92,1.66,7.02
2011-05-07,33.56,0.0,7.98,3.4,7.56
2011-05-08,33.19,0.0,7.63,3.87,7.5
2011-05-09,32.66,0.11,6.51,3.31,23.59
2011-05-10,33.24,0.27,7.09,4.66,32.61
2011-05-11,34.21,0.3,7.08,1.41,16.17
2011-05-12,34.25,0.0,7.34,2.75,27.43
2011-05-13,34.73,0.0,6.45,3.75,28.92
2011-05-14,33.89,0.0,6.83,4.87,17.26
2011-05-15,33.97,0.0,6.71,5.52,12.8
2011-05-16,33.42,0.0,6.98,5.34,12.87
2011-05-17,33.27,0.0,6.68,6.03,11.03
2011-05-18,32.17,0.0,7.27,5.7,10.3
2011-05-19,31.37,0.0,7.63,4.09,10.67
2011-05-20,31.97,0.0,7.82,3.87,10.81
2011-05-21,32.47,0.0,7.75,2.56,8.7
2011-05-22,34.35,0.0,7.59,1.39,8.19
2011-05-23,33.19,0.03,7.66,4.32,26.1
2011-05-24,34.9,0.19,7.27,4.01,30.7
2011-05-25,32.9,18.94,7.35,3.47,35.88
2011-05-26,31.97,2.87,7.38,3.12,39.22
2011-05-27,30.66,1.12,7.37,4.83,47.78
2011-05-28,30.8,1.06,6.94,2.21,47.57
2011-05-29,32.96,0.0,7.2,3.21,37.44
2011-05-30,33.94,0.11,7.44,4.15,22.49
2011-05-31,34.32,0.02,7.49,4.66,21.72
