Date,T2M,PRECTOTCORR,ALLSKY_SFC_SW_DWN,WS10M,RH2M
2013-05-23,34.69,0.0,7.79,4.05,12.98
2013-05-24,34.74,0.0,7.53,4.06,12.55
2013-05-25,33.35,0.02,7.47,4.49,14.27
2013-05-26,33.89,0.03,7.77,3.33,32.99
2013-05-27,34.51,0.03,7.41,3.8,28.58
2013-05-28,35.41,0.0,6.59,5.13,13.36
2013-05-29,34.28,0.0,7.46,3.41,31.71
2013-05-30,34.25,0.0,7.73,3.11,23.98
2013-05-31,33.68,0.0,7.54,3.92,10.25
2013-06-01,33.56,0.23,7.96,3.13,11.6
2013-06-02,34.13,0.0,8.07,1.96,15.17
2013-06-03,33.12,0.0,7.58,4.62,22.72
2013-06-04,33.62,0.0,6.99,2.97,15.44
2013-06-05,33.49,0.08,6.48,3.33,16.48
2013-06-06,32.11,0.18,7.2,2.9,33.72
2013-06-07,34.28,0.03,7.39,2.91,28.13
2013-06-08,34.79,0.0,7.46,2.89,16.73
2013-06-09,34.27,0.01,7.58,4.32,15.42
2013-06-10,32.93,0.0,7.26,4.41,12.24
2013-06-11,33.26,0.0,7.83,4.52,8.61
2013-06-12,32.94,0.0,7.69,4.02,7.75
2013-06-13,34.46,0.0,7.64,2.86,9.1
2013-06-14,34.15,0.25,7.52,2.05,14.16
2013-06-15,33.31,0.63,7.8,2.77,31.83
2013-06-16,33.57,0.0,7.21,1.43,23.68
2013-06-17,34.89,0.06,7.36,2.45,21.68
2013-06-18,32.67,0.26,7.88,3.6,12.66
2013-06-19,31.49,0.0,8.01,4.15,9.75
2013-06-20,31.76,0.23,7.69,3.23,12.07
2013-06-21,31.67,1.91,6.69,4.13,32.77
2013-06-22,32.59,1.64,7.46,3.74,34.25
2013-06-23,31.98,8.71,6.95,3.82,39.15
2013-06-24,29.24,8.92,6.17,4.57,52.97
2013-06-25,29.15,0.54,7.09,3.21,52.42
2013-06-26,32.09,0.54,6.54,2.45,40.33
2013-06-27,33.48,0.27,7.31,3.03,33.73
2013-06-28,33.84,0.93,6.46,2.35,18.18
2013-06-29,30.34,0.02,6.33,4.27,42.56
2013-06-30,31.95,0.01,6.75,2.36,36.44
2013-07-01,32.46,0.0,7.52,3.24,19.52
2013-07-02,31.72,0.0,7.4,3.57,12.94
2013-07-03,32.24,0.0,7.41,3.2,14.7
2013-07-04,32.51,1.08,7.53,2.43,26.65
2013-07-05,31.66,2.57,7.23,3.59,37.03
2013-07-06,32.61,0.31,6.53,2.26,34.64
2013-07-07,31.41,7.57,5.02,4.36,44.08
2013-07-08,29.91,2.46,6.68,4.77,49.5
2013-07-09,31.11,0.7,7.19,2.19,41.88
2013-07-10,32.35,0.05,7.28,2.85,32.14
2013-07-11,33.72,1.07,6.84,2.22,23.73
2013-07-12,32.76,2.27,6.54,2.7,25.77
2013-07-13,32.27,0.46,7.16,3.58,38.79
2013-07-14,32.94,1.36,7.35,2.28,38.01
2013-07-15,31.08,13.74,7.49,4.62,42.88
2013-07-16,29.65,12.73,6.96,5.56,52.94
2013-07-17,31.49,2.41,7.54,4.14,43.2
2013-07-18,30.92,6.12,6.57,2.78,44.77
2013-07-19,31.13,6.24,5.88,2.92,45.18
2013-07-20,30.9,0.1,7.31,4.9,46.58
2013-07-21,31.83,0.26,6.69,4.8,42.14
2013-07-22,32.36,0.19,6.9,3.38,38.28
2013-07-23,32.78,0.05,6.58,2.9,30.73
2013-07-24,32.47,0.12,7.37,3.04,36.57
2013-07-25,32.14,4.14,7.19,3.34,42.45
2013-07-26,29.99,4.52,6.48,5.08,52.76
2013-07-27,30.13,1.57,7.35,5.13,51.11
2013-07-28,31.7,0.77,7.23,5.01,45.67
2013-07-29,29.98,9.55,7.15,6.72,53.56
2013-07-30,29.25,1.57,5.38,6.12,55.98
2013-07-31,29.95,0.01,7.05,4.45,51.13
2013-08-01,29.61,1.95,5.88,5.08,49.09
2013-08-02,28.33,2.59,6.7,5.97,58.35
2013-08-03,28.39,2.76,6.75,4.59,59.39
2013-08-04,29.53,4.19,6.93,4.3,54.28
2013-08-05,29.56,6.57,6.5,5.05,57.2
2013-08-06,28.24,5.4,3.21,5.99,63.5
2013-08-07,27.26,6.72,7.02,3.63,65.84
2013-08-08,28.21,4.18,7.04,2.12,58.31
2013-08-09,28.17,7.74,5.44,2.62,58.52
2013-08-10,29.34,3.2,6.88,2.21,51.41
2013-08-11,28.53,7.17,5.68,3.39,61.19
2013-08-12,25.29,14.98,5.77,3.75,77.65
2013-08-13,27.09,3.59,6.27,2.57,68.76
2013-08-14,28.09,12.52,6.26,3.03,63.52
2013-08-15,28.06,16.27,6.57,2.25,65.59
2013-08-16,27.66,11.81,6.37,2.14,66.59
2013-08-17,27.16,9.13,6.02,1.72,68.27
2013-08-18,27.43,5.59,6.07,1.76,66.17
2013-08-19,29.04,1.04,6.22,1.99,57.0
2013-08-20,27.12,0.43,6.85,3.68,62.38
2013-08-21,26.44,4.64,6.62,3.37,68.48
2013-08-22,27.02,2.93,4.81,2.66,63.55
2013-08-23,28.5,0.32,7.05,2.68,55.15
2013-08-24,29.28,3.04,5.87,3.41,55.32
2013-08-25,28.51,1.42,6.39,3.2,59.78
2013-08-26,27.48,1.17,5.9,3.64,63.14
2013-08-27,29.05,0.79,7.19,2.29,56.77
2013-08-28,30.09,2.42,7.11,3.61,53.94
2013-08-29,29.05,2.59,7.24,3.74,61.07
2013-08-30,28.92,1.72,6.08,3.64,59.46
2013-08-31,28.26,1.69,6.57,2.86,61.07
2013-09-01,28.19,2.27,5.04,3.03,61.55
2013-09-02,27.17,0.9,5.54,3.15,63.76
2013-09-03,28.81,0.39,6.39,2.16,54.07
2013-09-04,30.06,0.19,6.79,2.83,47.27
2013-09-05,28.72,0.96,7.01,3.16,57.34
2013-09-06,29.75,0.36,6.94,2.38,51.84
2013-09-07,29.95,0.32,6.92,2.6,52.76
2013-09-08,29.78,0.64,7.19,2.94,49.15
2013-09-09,28.69,0.7,6.46,3.65,57.02
2013-09-10,28.78,2.21,6.84,3.66,55.37
2013-09-11,27.36,3.92,6.2,4.75,62.86
2013-09-12,28.45,3.4,6.98,2.26,55.7
2013-09-13,29.8,0.74,6.93,2.98,46.86
2013-09-14,29.3,1.03,6.74,3.49,56.6
2013-09-15,29.96,1.27,6.7,2.16,53.12
2013-09-16,30.84,0.0,6.64,2.78,43.62
2013-09-17,31.13,0.0,6.67,2.33,34.83
2013-09-18,30.82,0.01,6.87,2.18,30.33
2013-09-19,31.1,0.01,7.13,1.49,24.23
2013-09-20,31.46,0.02,7.08,2.37,35.56
2013-09-21,30.62,0.01,7.08,3.4,28.06
2013-09-22,29.3,0.72,6.9,3.57,51.83
2013-09-23,29.3,0.09,6.63,2.98,52.51
2013-09-24,29.74,0.05,6.58,4.5,50.24
2013-09-25,30.05,0.09,6.77,3.64,51.14
2013-09-26,30.56,0.0,6.98,3.12,42.57
2013-09-27,31.23,0.0,6.92,3.61,32.96
2013-09-28,30.97,0.0,6.9,3.46,29.46
2013-09-29,30.47,0.76,6.85,2.91,40.01
2013-09-30,29.28,6.08,6.71,3.01,49.47
2013-10-01,29.84,0.03,6.9,2.13,42.83
2013-10-02,30.88,0.05,7.0,1.95,31.13
2013-10-03,29.62,0.09,6.93,2.99,37.17
2013-10-04,29.02,0.0,7.02,3.65,24.29
2013-10-05,28.18,0.0,6.96,4.24,21.89
2013-10-06,28.43,0.0,6.01,4.09,25.62
2013-10-07,28.96,0.45,5.92,3.5,35.57
2013-10-08,28.54,0.0,6.19,2.74,34.83
2013-10-09,27.18,0.0,6.08,4.02,22.78
2013-10-10,26.2,0.0,6.46,4.69,19.77
2013-10-11,26.4,0.0,6.56,3.95,20.2
2013-10-12,27.62,0.0,6.64,5.16,20.59
2013-10-13,28.35,0.0,6.12,5.17,26.76
2013-10-14,28.24,0.95,5.67,4.59,29.26
2013-10-15,27.7,0.0,3.93,3.77,29.1
2013-10-16,27.54,0.0,6.0,5.03,22.21
2013-10-17,26.58,0.0,6.89,4.31,21.93
2013-10-18,25.73,0.0,6.65,4.95,20.76
2013-10-19,25.33,0.0,6.91,4.85,18.72
2013-10-20,26.28,0.0,6.46,5.39,21.72
2013-10-21,25.81,0.0,6.75,4.83,24.25
2013-10-22,25.02,0.0,6.96,3.88,23.29
2013-10-23,25.17,0.0,6.83,3.94,22.08
2013-10-24,24.8,0.0,6.48,4.08,20.1
2013-10-25,24.76,0.0,6.58,3.69,20.16
2013-10-26,25.43,0.0,6.4,4.16,20.8
2013-10-27,25.77,0.0,6.16,4.51,20.72
2013-10-28,26.18,0.0,6.1,3.99,23.55
2013-10-29,26.54,0.0,5.76,3.86,22.4
2013-10-30,26.16,0.0,5.63,3.72,23.49
2013-10-31,25.79,0.0,5.95,4.65,20.85
2013-11-01,25.14,0.0,5.89,5.34,20.53
2013-11-02,24.14,0.0,6.16,5.25,19.72
2013-11-03,23.25,0.0,6.42,5.11,19.85
2013-11-04,21.94,0.0,6.54,5.28,25.01
2013-11-05,22.61,0.0,6.36,4.6,24.91
2013-11-06,23.55,0.0,6.4,3.99,21.62
2013-11-07,24.61,0.0,6.13,4.29,17.45
2013-11-08,24.83,0.0,6.05,5.01,21.23
2013-11-09,24.61,0.0,5.69,4.84,27.98
2013-11-10,23.49,0.0,5.73,4.24,30.02
2013-11-11,23.1,0.0,5.73,3.93,29.16
2013-11-12,23.3,0.0,5.69,3.51,24.1
2013-11-13,23.5,0.0,6.08,3.43,21.73
2013-11-14,23.65,0.0,5.91,3.65,19.88
2013-11-15,23.71,0.0,6.22,3.65,17.86
2013-11-16,23.75,0.0,5.88,4.04,16.86
2013-11-17,22.7,0.0,6.02,4.32,17.55
2013-11-18,22.53,0.0,6.02,4.34,16.49
2013-11-19,22.49,0.0,6.06,4.14,16.43
2013-11-20,22.54,0.0,5.55,4.18,18.78
2013-11-21,23.58,0.0,5.62,4.04,18.78
2013-11-22,22.99,0.0,6.08,3.32,16.08
2013-11-23,23.48,0.0,5.97,2.64,17.75
2013-11-24,25.5,0.0,5.45,2.0,15.57
2013-11-25,27.15,0.0,5.73,1.19,13.4
2013-11-26,27.28,0.0,5.82,1.26,14.01
2013-11-27,26.57,0.0,4.91,2.69,16.43
2013-11-28,25.0,0.0,5.54,4.24,21.73
2013-11-29,23.7,0.0,5.77,4.15,19.94
2013-11-30,24.24,0.0,5.73,2.34,18.08
2013-12-01,24.81,0.0,5.91,2.97,23.49
2013-12-02,24.7,0.0,5.76,3.56,21.9
2013-12-03,24.87,0.0,5.49,4.25,18.87
2013-12-04,25.41,0.0,5.17,4.35,17.66
2013-12-05,24.93,0.0,5.39,3.19,22.29
2013-12-06,25.15,0.0,5.45,2.29,22.37
2013-12-07,24.12,0.0,5.36,3.19,22.2
2013-12-08,22.46,0.0,5.55,4.89,28.56
2013-12-09,24.1,0.0,4.77,4.87,27.57
2013-12-10,24.73,0.0,5.4,4.91,26.55
2013-12-11,24.05,0.0,5.12,4.44,27.93
2013-12-12,21.5,0.0,4.89,7.5,36.16
2013-12-13,18.3,0.0,4.69,6.94,36.5
2013-12-14,15.33,0.0,5.18,7.13,23.7
2013-12-15,15.13,0.0,5.0,7.35,25.77
2013-12-16,15.38,0.0,5.57,6.66,31.61
2013-12-17,15.77,0.0,5.13,6.54,33.77
2013-12-18,16.09,0.0,5.12,5.99,31.37
2013-12-19,16.27,0.0,4.65,5.41,29.56
2013-12-20,15.76,0.0,4.96,4.46,29.29
2013-12-21,17.51,0.0,4.94,4.3,25.3
2013-12-22,20.0,0.0,4.75,4.55,19.02
2013-12-23,20.9,0.0,5.24,4.44,18.71
2013-12-24,20.35,0.0,5.52,5.13,19.12
2013-12-25,19.5,0.0,5.51,5.54,23.94
2013-12-26,20.11,0.0,5.56,4.75,21.59
2013-12-27,19.86,0.0,5.51,4.43,22.06
2013-12-28,18.74,0.0,5.77,4.82,20.5
2013-12-29,17.7,0.0,5.65,4.85,21.99
2013-12-30,16.91,0.0,5.52,4.23,21.62
2013-12-31,16.65,0.0,5.73,4.18,17.94
2014-01-01,16.44,0.0,5.76,4.57,17.5
2014-01-02,16.91,0.0,5.81,5.0,16.97
2014-01-03,17.28,0.0,5.4,5.9,21.3
2014-01-04,17.47,0.0,5.5,5.63,22.49
2014-01-05,17.87,0.0,5.06,5.9,24.73
2014-01-06,18.59,0.0,5.18,5.56,27.63
2014-01-07,18.66,0.0,5.44,5.04,25.86
2014-01-08,17.2,0.0,5.91,5.81,23.68
2014-01-09,16.07,0.0,5.87,5.29,24.72
2014-01-10,16.2,0.0,5.92,5.94,30.35
2014-01-11,16.05,0.0,5.65,6.25,30.09
2014-01-12,16.09,0.0,5.72,5.66,24.2
2014-01-13,16.35,0.0,5.85,4.41,21.54
2014-01-14,17.93,0.0,6.01,3.32,17.21
2014-01-15,20.48,0.0,5.95,2.25,14.9
2014-01-16,19.93,0.0,6.04,3.71,16.27
2014-01-17,19.44,0.0,6.05,4.63,20.08
2014-01-18,20.08,0.0,6.0,4.95,17.19
2014-01-19,20.93,0.0,5.65,4.1,14.49
2014-01-20,21.06,0.0,5.95,4.58,11.14
2014-01-21,20.38,0.0,5.98,4.55,11.92
2014-01-22,20.61,0.0,5.94,4.57,12.33
2014-01-23,20.1,0.0,5.72,4.73,11.91
2014-01-24,20.09,0.0,5.46,3.98,11.25
2014-01-25,20.54,0.0,6.17,3.93,12.35
2014-01-26,22.73,0.0,5.68,3.37,13.18
2014-01-27,20.39,0.0,5.91,5.31,19.41
2014-01-28,19.67,0.0,6.03,4.29,18.85
2014-01-29,21.27,0.0,6.05,3.64,17.64
2014-01-30,24.76,0.0,5.85,3.55,16.54
2014-01-31,26.81,0.02,4.59,2.99,28.15
2014-02-01,23.02,0.01,3.58,6.05,38.33
2014-02-02,19.11,0.0,5.83,5.73,15.88
2014-02-03,19.02,0.0,5.68,5.42,14.52
2014-02-04,20.33,0.0,5.99,5.81,15.57
2014-02-05,21.55,0.0,5.84,6.45,18.74
2014-02-06,21.64,0.0,5.88,6.09,14.27
2014-02-07,21.02,0.0,5.9,5.36,15.44
2014-02-08,21.06,0.0,5.79,5.37,13.19
2014-02-09,21.11,0.0,6.15,5.28,13.81
2014-02-10,21.6,0.0,6.56,4.53,16.78
2014-02-11,22.08,0.0,6.14,4.76,14.68
2014-02-12,21.52,0.0,6.58,5.22,13.57
2014-02-13,19.99,0.0,6.36,6.22,14.52
2014-02-14,18.59,0.0,6.59,6.26,14.69
2014-02-15,18.35,0.0,6.81,6.23,14.43
2014-02-16,18.44,0.0,6.84,5.81,9.28
2014-02-17,19.93,0.0,6.58,5.86,10.46
2014-02-18,21.16,0.0,5.82,5.86,18.8
2014-02-19,21.54,0.0,6.18,4.49,14.82
2014-02-20,23.2,0.0,5.91,2.95,11.88
2014-02-21,23.63,0.0,6.29,4.41,10.27
2014-02-22,23.1,0.0,6.63,5.59,12.23
2014-02-23,22.89,0.0,6.47,5.24,16.48
2014-02-24,22.99,0.0,6.48,5.28,16.55
2014-02-25,23.27,0.0,5.99,5.06,16.41
2014-02-26,23.93,0.0,6.26,5.92,15.29
2014-02-27,24.79,0.0,6.42,4.0,13.47
2014-02-28,26.9,0.0,5.5,4.09,12.27
2014-03-01,23.16,0.0,5.97,5.07,18.59
2014-03-02,22.8,0.0,6.67,3.57,21.34
2014-03-03,22.92,0.0,6.5,3.01,17.79
2014-03-04,24.28,0.0,6.96,2.7,12.61
2014-03-05,25.46,0.0,6.64,2.63,10.23
2014-03-06,26.55,0.0,7.28,2.3,11.3
2014-03-07,25.99,0.0,7.18,3.2,9.22
2014-03-08,24.36,0.0,7.12,4.51,9.98
2014-03-09,20.92,0.0,7.02,6.88,14.91
2014-03-10,20.53,0.0,7.33,4.71,11.25
2014-03-11,22.2,0.0,7.13,4.89,10.12
2014-03-12,23.18,0.0,7.16,5.54,10.46
2014-03-13,24.37,0.0,6.73,5.21,13.04
2014-03-14,26.67,0.0,6.85,5.41,14.36
2014-03-15,28.2,0.0,6.67,5.33,15.96
2014-03-16,28.58,0.0,7.36,4.2,13.81
2014-03-17,28.58,0.0,6.99,3.9,12.86
2014-03-18,27.25,0.0,6.76,5.5,13.8
2014-03-19,26.66,0.0,7.06,5.71,18.07
2014-03-20,25.91,0.0,6.62,4.83,16.91
2014-03-21,26.67,0.0,6.73,4.29,13.77
2014-03-22,29.49,0.0,6.68,2.46,11.61
2014-03-23,31.16,0.0,6.75,2.19,14.79
2014-03-24,30.87,0.0,6.99,3.43,16.47
2014-03-25,30.48,0.0,7.02,3.4,9.91
2014-03-26,30.05,0.0,7.22,2.53,9.27
2014-03-27,32.41,0.0,6.2,1.88,8.35
2014-03-28,31.98,0.0,6.86,2.17,13.1
2014-03-29,31.68,0.0,7.19,2.06,21.27
2014-03-30,31.51,0.0,7.0,5.39,9.63
2014-03-31,31.23,0.0,7.34,4.45,10.31
2014-04-01,28.91,0.0,7.19,5.69,8.38
2014-04-02,28.42,0.0,7.44,5.62,8.15
2014-04-03,28.4,0.0,7.35,4.47,8.41
2014-04-04,28.7,0.0,7.43,4.43,9.59
2014-04-05,29.65,0.0,7.65,3.36,11.47
2014-04-06,30.97,0.0,7.65,2.63,14.43
2014-04-07,31.7,0.0,7.29,3.36,17.19
2014-04-08,31.51,0.0,7.05,3.06,15.76
2014-04-09,31.26,0.0,6.4,2.61,20.9
2014-04-10,30.09,0.0,7.46,2.63,24.12
2014-04-11,31.1,0.0,7.0,3.38,14.54
2014-04-12,31.43,0.0,7.17,4.72,14.46
2014-04-13,31.81,0.0,6.87,4.65,15.03
2014-04-14,32.7,0.0,7.16,2.93,13.7
2014-04-15,34.4,0.0,7.39,2.51,13.94
2014-04-16,33.03,0.0,8.12,2.24,8.59
2014-04-17,34.33,0.0,8.02,1.69,8.6
2014-04-18,33.37,0.22,7.3,4.12,31.11
2014-04-19,33.84,0.0,6.91,2.8,33.49
2014-04-20,33.18,0.0,7.33,3.94,19.62
2014-04-21,32.04,0.0,7.73,4.76,11.28
2014-04-22,31.53,0.0,7.5,3.23,7.13
2014-04-23,32.53,0.0,7.69,2.91,7.28
2014-04-24,34.13,0.0,7.66,3.76,13.1
2014-04-25,34.16,0.0,7.36,2.45,16.96
2014-04-26,33.97,0.02,6.9,3.76,14.19
2014-04-27,34.5,0.24,6.44,2.87,25.08
2014-04-28,34.62,0.15,7.06,4.24,30.42
2014-04-29,33.65,0.11,7.64,3.67,35.91
2014-04-30,34.24,0.26,6.89,3.08,31.09
2014-05-01,34.64,0.16,7.0,2.49,20.69
2014-05-02,32.88,1.45,7.41,2.91,19.29
2014-05-03,32.96,2.5,6.91,7.15,37.35
2014-05-04,30.37,4.83,4.78,4.35,49.4
2014-05-05,31.45,1.2,6.84,3.46,40.05
2014-05-06,32.69,0.0,6.92,2.32,34.44
2014-05-07,33.24,0.03,6.43,3.03,28.35
2014-05-08,33.4,0.01,7.35,4.16,23.55
2014-05-09,32.62,0.03,7.18,4.27,19.53
2014-05-10,32.4,0.0,7.62,4.3,16.07
2014-05-11,32.11,0.0,7.5,3.81,14.77
2014-05-12,30.4,0.0,6.37,5.52,31.23
2014-05-13,25.07,0.06,4.36,7.66,62.58
2014-05-14,27.99,0.04,4.46,5.1,39.4
2014-05-15,29.76,0.0,7.41,3.53,29.09
2014-05-16,30.82,0.0,7.73,3.12,15.13
2014-05-17,32.2,0.0,7.75,3.59,14.57
2014-05-18,34.0,0.0,7.75,4.15,12.36
2014-05-19,33.84,0.0,7.32,5.44,11.27
2014-05-20,33.51,0.0,7.4,5.13,12.65
2014-05-21,33.46,0.0,7.63,4.94,9.22
2014-05-22,33.34,0.0,7.64,4.25,8.63
2014-05-23,34.28,0.0,7.53,2.32,9.77
2014-05-24,35.33,0.0,7.35,2.71,9.58
2014-05-25,34.85,0.0,7.56,3.99,13.48
2014-05-26,34.35,0.0,7.48,4.32,13.89
2014-05-27,34.39,0.08,7.65,5.39,14.8
2014-05-28,34.39,0.01,7.92,5.71,17.82
2014-05-29,33.39,0.05,7.92,3.23,21.86
2014-05-30,34.16,0.0,7.7,2.64,20.76
2014-05-31,35.17,0.0,7.69,3.09,9.65
2014-06-01,33.97,0.01,7.76,2.55,15.13
2014-06-02,34.98,0.23,6.5,1.99,15.35
2014-06-03,35.19,0.36,6.79,2.94,17.31
2014-06-04,35.25,0.66,7.47,3.82,30.35
2014-06-05,34.5,4.04,7.66,3.19,30.57
2014-06-06,33.98,2.1,7.09,2.13,23.49
2014-06-07,33.7,0.0,6.46,3.3,13.77
2014-06-08,33.7,0.06,7.44,2.67,23.67
2014-06-09,34.46,0.37,7.0,3.69,26.19
2014-06-10,33.72,0.17,7.07,6.05,27.99
2014-06-11,32.72,0.02,7.57,3.13,27.37
2014-06-12,34.08,0.21,6.97,3.01,29.8
2014-06-13,35.37,0.0,7.15,2.88,18.95
2014-06-14,34.94,0.0,7.25,3.26,11.87
2014-06-15,35.13,0.0,7.65,2.21,11.16
2014-06-16,34.97,0.01,7.81,2.96,15.24
2014-06-17,34.5,0.06,7.76,3.48,28.16
2014-06-18,35.23,0.0,7.72,3.14,21.9
2014-06-19,35.25,0.0,7.71,3.62,11.77
2014-06-20,34.27,0.0,7.16,2.92,11.87
2014-06-21,34.14,0.0,7.6,3.96,12.05
2014-06-22,34.58,0.0,6.9,5.92,11.87
2014-06-23,33.63,0.0,7.59,4.55,23.67
2014-06-24,33.32,0.53,7.59,3.22,28.16
2014-06-25,33.38,0.0,7.83,2.78,19.4
2014-06-26,33.24,0.0,7.59,2.36,19.54
2014-06-27,33.53,0.0,7.59,2.74,20.64
2014-06-28,33.79,0.0,7.7,3.7,16.46
2014-06-29,32.41,0.0,7.78,2.96,26.5
2014-06-30,32.91,0.0,7.88,3.46,20.88
2014-07-01,32.94,0.33,7.53,4.3,31.26
2014-07-02,33.58,0.15,6.43,2.87,31.4
2014-07-03,34.81,0.18,5.79,3.16,28.56
2014-07-04,34.59,0.01,7.06,2.56,16.16
2014-07-05,32.39,1.8,7.47,4.27,27.48
2014-07-06,30.35,1.77,6.41,6.43,48.49
2014-07-07,31.22,0.03,5.77,3.87,43.22
2014-07-08,32.73,1.13,5.76,3.46,32.75
2014-07-09,32.92,1.45,7.29,4.12,32.43
2014-07-10,32.09,1.6,7.29,4.7,41.17
2014-07-11,33.49,0.29,7.37,3.35,34.53
2014-07-12,33.54,0.73,6.22,3.35,36.32
2014-07-13,32.54,1.91,7.03,3.75,41.71
2014-07-14,33.68,0.81,7.55,2.71,31.6
2014-07-15,34.72,0.0,6.98,3.08,17.65
2014-07-16,34.68,0.25,7.26,5.14,20.31
2014-07-17,32.52,2.62,7.37,3.69,43.88
2014-07-18,31.77,3.63,7.23,6.51,45.63
2014-07-19,32.01,2.88,6.96,5.64,40.62
2014-07-20,31.3,0.92,7.5,5.06,42.71
2014-07-21,32.39,2.7,5.15,3.68,44.09
2014-07-22,30.84,3.45,6.99,4.67,52.16
2014-07-23,30.12,1.35,7.01,4.89,53.4
2014-07-24,31.13,1.22,7.25,5.4,46.68
2014-07-25,31.6,0.0,6.97,3.92,43.65
2014-07-26,33.17,0.0,7.29,3.68,33.76
2014-07-27,34.04,0.0,7.64,3.26,27.24
2014-07-28,33.37,0.0,7.22,3.68,34.73
2014-07-29,33.98,0.0,6.92,3.36,33.84
2014-07-30,32.59,5.05,7.09,5.43,39.07
2014-07-31,31.27,6.16,3.29,5.3,49.46
2014-08-01,29.18,5.77,5.18,2.52,56.01
2014-08-02,28.92,0.9,5.62,4.27,56.8
2014-08-03,29.63,3.67,7.04,3.35,52.91
2014-08-04,29.95,7.69,4.35,4.68,55.83
2014-08-05,29.66,13.0,7.28,6.7,58.33
2014-08-06,28.21,3.45,6.88,4.46,59.67
2014-08-07,29.74,2.93,6.93,5.18,52.83
2014-08-08,28.85,11.68,6.04,5.43,59.35
2014-08-09,27.64,2.26,6.71,3.92,65.6
2014-08-10,28.82,1.61,7.31,3.41,62.38
2014-08-11,31.56,0.94,6.13,2.61,46.09
2014-08-12,30.3,2.23,6.45,3.01,48.34
2014-08-13,29.56,0.49,6.34,2.36,54.84
2014-08-14,28.82,2.83,7.06,3.75,56.73
2014-08-15,28.97,2.82,6.49,3.33,55.31
2014-08-16,26.38,10.43,6.55,3.5,71.97
2014-08-17,28.16,5.54,5.15,1.72,60.73
2014-08-18,29.77,6.12,6.7,4.55,54.45
2014-08-19,29.25,1.74,7.24,3.61,58.06
2014-08-20,29.73,0.32,6.83,3.87,49.69
2014-08-21,30.44,0.91,7.19,2.47,48.3
2014-08-22,27.6,6.12,5.77,3.11,60.62
2014-08-23,27.29,4.36,7.04,3.42,63.5
2014-08-24,29.47,0.84,6.83,2.86,53.92
2014-08-25,31.12,0.19,6.95,4.14,37.56
2014-08-26,28.73,2.38,6.77,4.19,59.73
2014-08-27,30.14,2.79,6.88,1.76,48.56
2014-08-28,31.82,0.24,7.39,3.0,40.49
2014-08-29,32.29,1.98,6.95,3.13,35.14
2014-08-30,29.71,3.65,5.76,4.62,57.48
2014-08-31,29.23,3.06,4.89,3.48,57.95
2014-09-01,29.72,3.12,7.16,3.97,52.99
2014-09-02,29.03,3.68,6.97,4.95,58.96
2014-09-03,29.69,0.64,6.28,5.22,56.84
2014-09-04,30.07,0.78,6.84,3.39,50.6
2014-09-05,30.29,0.43,6.34,4.16,51.41
2014-09-06,30.42,0.62,6.89,3.21,50.76
2014-09-07,31.14,0.01,6.88,3.95,44.18
2014-09-08,29.8,0.41,7.04,3.59,51.22
2014-09-09,30.38,0.45,6.95,3.35,43.72
2014-09-10,30.14,0.34,6.75,3.05,46.04
2014-09-11,31.7,0.07,6.16,3.13,39.7
2014-09-12,32.26,0.49,6.98,3.7,33.07
2014-09-13,29.33,2.03,5.73,3.61,51.19
2014-09-14,30.49,1.61,6.57,2.53,49.03
2014-09-15,31.63,0.63,6.89,2.65,42.69
2014-09-16,28.9,1.75,6.16,4.68,54.35
2014-09-17,29.33,0.15,6.66,2.23,47.93
2014-09-18,30.46,0.21,6.73,3.23,40.33
2014-09-19,31.07,0.0,6.7,4.41,29.55
2014-09-20,30.83,0.79,6.62,4.05,42.92
2014-09-21,30.92,0.14,6.66,2.82,41.44
2014-09-22,30.4,1.0,4.69,2.48,43.36
2014-09-23,30.9,0.14,6.18,2.49,34.16
2014-09-24,30.31,0.0,6.95,3.69,22.94
2014-09-25,31.2,0.13,7.04,2.89,21.2
2014-09-26,30.92,0.33,6.59,2.58,34.68
2014-09-27,31.05,4.38,6.63,1.72,32.35
2014-09-28,30.52,2.02,6.65,2.05,33.52
2014-09-29,28.77,1.22,5.34,4.3,48.44
2014-09-30,30.63,1.79,6.3,3.38,39.94
2014-10-01,27.6,2.97,5.57,3.69,60.53
2014-10-02,28.3,0.7,6.3,3.27,46.12
2014-10-03,27.72,0.0,6.65,3.5,24.07
2014-10-04,28.49,0.0,6.44,2.85,24.33
2014-10-05,29.24,0.0,6.45,2.27,26.62
2014-10-06,28.9,0.0,6.67,3.98,23.69
2014-10-07,28.11,0.0,6.61,4.7,19.35
2014-10-08,28.75,0.0,6.78,4.74,19.13
2014-10-09,29.35,0.0,6.39,5.03,20.39
2014-10-10,29.55,0.0,6.22,4.67,22.7
2014-10-11,29.06,0.0,5.49,4.0,24.95
2014-10-12,29.66,0.0,6.17,5.02,18.95
2014-10-13,28.51,0.0,6.23,4.31,17.6
2014-10-14,28.65,0.0,6.51,3.93,19.09
2014-10-15,28.27,0.0,6.59,3.62,17.11
2014-10-16,27.74,0.0,6.24,2.82,14.77
2014-10-17,28.99,0.04,6.39,3.78,25.29
2014-10-18,29.8,0.0,5.73,4.54,36.26
2014-10-19,27.84,0.0,6.33,4.66,18.71
2014-10-20,26.24,0.0,6.42,4.69,18.93
