filename,min,max,mean,median
2016R.tif,57.87771224975586,578.6300048828125,295.83847821072527,299.6959991455078
2017R.tif,45.17464828491211,415.6153564453125,226.64381782004708,237.2924041748047
2018R.tif,51.86016845703125,542.1778564453125,256.81130842786087,241.22215270996094
